"","Gene","Pathway"
"1","bth:BT_0005  (GenBank) 30S ribosomal protein S17","Ribosome"
"2","bth:BT_0009  (GenBank) phosphate-binding periplasmic protein precursor, putative ABC transporter","ABC transporters"
"3","bth:BT_0009  (GenBank) phosphate-binding periplasmic protein precursor, putative ABC transporter","Two-component system"
"4","bth:BT_0015  (GenBank) rteB, two-component system response regulator","Two-component system"
"5","bth:BT_0060  (GenBank) putative polysaccharide export protein","Two-component system"
"6","bth:BT_0061  (GenBank) putative tyrosine-protein kinase ptk","Two-component system"
"7","bth:BT_t01  (GenBank) tRNA-Ser","Aminoacyl-tRNA biosynthesis"
"8","bth:BT_0122  (GenBank) 3-oxoacyl-[acyl-carrier-protein] synthase III","Fatty acid biosynthesis"
"9","bth:BT_0122  (GenBank) 3-oxoacyl-[acyl-carrier-protein] synthase III","Metabolic pathways"
"10","bth:BT_0122  (GenBank) 3-oxoacyl-[acyl-carrier-protein] synthase III","Fatty acid metabolism"
"11","bth:BT_0129  (GenBank) mannonate dehydratase","Pentose and glucuronate interconversions"
"12","bth:BT_0129  (GenBank) mannonate dehydratase","Metabolic pathways"
"13","bth:BT_0132  (GenBank) alpha-glucosidase, putative","Galactose metabolism"
"14","bth:BT_0132  (GenBank) alpha-glucosidase, putative","Starch and sucrose metabolism"
"15","bth:BT_0132  (GenBank) alpha-glucosidase, putative","Metabolic pathways"
"16","bth:BT_0132  (GenBank) alpha-glucosidase, putative","Biosynthesis of secondary metabolites"
"17","bth:BT_0133  (GenBank) putative sugar phosphate isomerase","Amino sugar and nucleotide sugar metabolism"
"18","bth:BT_0133  (GenBank) putative sugar phosphate isomerase","Metabolic pathways"
"19","bth:BT_0155  (GenBank) putative tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase","Sulfur relay system"
"20","bth:BT_0162  (GenBank) penicillin-binding protein 1C (PBP-1c)","Peptidoglycan biosynthesis"
"21","bth:BT_0162  (GenBank) penicillin-binding protein 1C (PBP-1c)","Metabolic pathways"
"22","bth:BT_0180  (GenBank) 5-methyltetrahydrofolate-homocysteine methyltransferase","Cysteine and methionine metabolism"
"23","bth:BT_0180  (GenBank) 5-methyltetrahydrofolate-homocysteine methyltransferase","Selenocompound metabolism"
"24","bth:BT_0180  (GenBank) 5-methyltetrahydrofolate-homocysteine methyltransferase","One carbon pool by folate"
"25","bth:BT_0180  (GenBank) 5-methyltetrahydrofolate-homocysteine methyltransferase","Metabolic pathways"
"26","bth:BT_0180  (GenBank) 5-methyltetrahydrofolate-homocysteine methyltransferase","Biosynthesis of secondary metabolites"
