"","Gene","Pathway"
"1","pae:PA0001 dnaA (RefSeq) chromosome replication initiator DnaA","Two-component system"
"2","pae:PA0002 dnaN (RefSeq) DNA polymerase III subunit beta","DNA replication"
"3","pae:PA0002 dnaN (RefSeq) DNA polymerase III subunit beta","Mismatch repair"
"4","pae:PA0002 dnaN (RefSeq) DNA polymerase III subunit beta","Homologous recombination"
"5","pae:PA0003 recF (RefSeq) DNA replication and repair protein RecF","Homologous recombination"
"6","pae:PA0005 lptA (RefSeq) lysophosphatidic acid acyltransferase","Glycerolipid metabolism"
"7","pae:PA0005 lptA (RefSeq) lysophosphatidic acid acyltransferase","Glycerophospholipid metabolism"
"8","pae:PA0005 lptA (RefSeq) lysophosphatidic acid acyltransferase","Metabolic pathways"
"9","pae:PA0005 lptA (RefSeq) lysophosphatidic acid acyltransferase","Biosynthesis of secondary metabolites"
"10","pae:PA0006  (RefSeq) D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase","Lipopolysaccharide biosynthesis"
"11","pae:PA0006  (RefSeq) D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase","Metabolic pathways"
"12","pae:PA0006  (RefSeq) D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase","Biosynthesis of nucleotide sugars"
"13","pae:PA0008 glyS (RefSeq) glycine--tRNA ligase subunit beta","Aminoacyl-tRNA biosynthesis"
"14","pae:PA0009 glyQ (RefSeq) glycine--tRNA ligase subunit alpha","Aminoacyl-tRNA biosynthesis"
"15","pae:PA0010 tag (RefSeq) DNA-3-methyladenine glycosidase I","Base excision repair"
"16","pae:PA0011  (RefSeq) lipid A biosynthesis lauroyl acyltransferase","Lipopolysaccharide biosynthesis"
"17","pae:PA0011  (RefSeq) lipid A biosynthesis lauroyl acyltransferase","Metabolic pathways"
"18","pae:PA0018 fmt (RefSeq) methionyl-tRNA formyltransferase","One carbon pool by folate"
"19","pae:PA0018 fmt (RefSeq) methionyl-tRNA formyltransferase","Aminoacyl-tRNA biosynthesis"
"20","pae:PA0018 fmt (RefSeq) methionyl-tRNA formyltransferase","Metabolic pathways"
"21","pae:PA0024 hemF (RefSeq) coproporphyrinogen III oxidase","Porphyrin metabolism"
"22","pae:PA0024 hemF (RefSeq) coproporphyrinogen III oxidase","Metabolic pathways"
"23","pae:PA0024 hemF (RefSeq) coproporphyrinogen III oxidase","Biosynthesis of secondary metabolites"
"24","pae:PA0024 hemF (RefSeq) coproporphyrinogen III oxidase","Biosynthesis of cofactors"
"25","pae:PA0025 aroE (RefSeq) shikimate dehydrogenase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"26","pae:PA0025 aroE (RefSeq) shikimate dehydrogenase","Biosynthesis of various plant secondary metabolites"
"27","pae:PA0025 aroE (RefSeq) shikimate dehydrogenase","Metabolic pathways"
"28","pae:PA0025 aroE (RefSeq) shikimate dehydrogenase","Biosynthesis of secondary metabolites"
"29","pae:PA0025 aroE (RefSeq) shikimate dehydrogenase","Biosynthesis of amino acids"
"30","pae:PA0030  (RefSeq) hypothetical protein","ABC transporters"
"31","pae:PA0034  (RefSeq) two-component response regulator","Two-component system"
"32","pae:PA0035 trpA (RefSeq) tryptophan synthase subunit alpha","Glycine, serine and threonine metabolism"
"33","pae:PA0035 trpA (RefSeq) tryptophan synthase subunit alpha","Phenylalanine, tyrosine and tryptophan biosynthesis"
"34","pae:PA0035 trpA (RefSeq) tryptophan synthase subunit alpha","Metabolic pathways"
"35","pae:PA0035 trpA (RefSeq) tryptophan synthase subunit alpha","Biosynthesis of secondary metabolites"
"36","pae:PA0035 trpA (RefSeq) tryptophan synthase subunit alpha","Biosynthesis of amino acids"
"37","pae:PA0036 trpB (RefSeq) tryptophan synthase subunit beta","Glycine, serine and threonine metabolism"
"38","pae:PA0036 trpB (RefSeq) tryptophan synthase subunit beta","Phenylalanine, tyrosine and tryptophan biosynthesis"
"39","pae:PA0036 trpB (RefSeq) tryptophan synthase subunit beta","Metabolic pathways"
"40","pae:PA0036 trpB (RefSeq) tryptophan synthase subunit beta","Biosynthesis of secondary metabolites"
"41","pae:PA0036 trpB (RefSeq) tryptophan synthase subunit beta","Biosynthesis of amino acids"
"42","pae:PA0051 phzH (RefSeq) phenazine-modifying protein","Alanine, aspartate and glutamate metabolism"
"43","pae:PA0051 phzH (RefSeq) phenazine-modifying protein","Metabolic pathways"
"44","pae:PA0051 phzH (RefSeq) phenazine-modifying protein","Biosynthesis of secondary metabolites"
"45","pae:PA0051 phzH (RefSeq) phenazine-modifying protein","Biosynthesis of amino acids"
"46","pae:PA0065  (RefSeq) 5'-nucleotidase","Glyoxylate and dicarboxylate metabolism"
"47","pae:PA0065  (RefSeq) 5'-nucleotidase","Metabolic pathways"
"48","pae:PA0065  (RefSeq) 5'-nucleotidase","Biosynthesis of secondary metabolites"
"49","pae:PA0074 ppkA (RefSeq) serine/threonine protein kinase PpkA","Biofilm formation - Pseudomonas aeruginosa"
"50","pae:PA0074 ppkA (RefSeq) serine/threonine protein kinase PpkA","Bacterial secretion system"
"51","pae:PA0075 pppA (RefSeq) serine/threonine phosphatase","Biofilm formation - Pseudomonas aeruginosa"
"52","pae:PA0075 pppA (RefSeq) serine/threonine phosphatase","Bacterial secretion system"
"53","pae:PA0076  (RefSeq) hypothetical protein","Biofilm formation - Pseudomonas aeruginosa"
"54","pae:PA0077 icmF1 (RefSeq) type VI secretion protein IcmF","Biofilm formation - Pseudomonas aeruginosa"
"55","pae:PA0077 icmF1 (RefSeq) type VI secretion protein IcmF","Bacterial secretion system"
"56","pae:PA0078  (RefSeq) hypothetical protein","Bacterial secretion system"
"57","pae:PA0079  (RefSeq) hypothetical protein","Biofilm formation - Pseudomonas aeruginosa"
"58","pae:PA0080  (RefSeq) hypothetical protein","Bacterial secretion system"
"59","pae:PA0081 fha1 (RefSeq) Fha domain-containing protein","Biofilm formation - Pseudomonas aeruginosa"
"60","pae:PA0081 fha1 (RefSeq) Fha domain-containing protein","Bacterial secretion system"
"61","pae:PA0082  (RefSeq) hypothetical protein","Biofilm formation - Pseudomonas aeruginosa"
"62","pae:PA0083  (RefSeq) hypothetical protein","Biofilm formation - Pseudomonas aeruginosa"
"63","pae:PA0084  (RefSeq) hypothetical protein","Biofilm formation - Pseudomonas aeruginosa"
