"","Gene","Pathway"
"1","sml:Smlt0001 dnaA (GenBank) putative chromosomal replication initiator protein DnaA","Two-component system"
"2","sml:Smlt0002 dnaN (GenBank) putative DNA polymerase III beta subunit","DNA replication"
"3","sml:Smlt0002 dnaN (GenBank) putative DNA polymerase III beta subunit","Mismatch repair"
"4","sml:Smlt0002 dnaN (GenBank) putative DNA polymerase III beta subunit","Homologous recombination"
"5","sml:Smlt0004 recF (GenBank) putative DNA replication and repair protein RecF","Homologous recombination"
"6","sml:Smlt0013 cls (GenBank) putative cardiolipin synthetase","Glycerophospholipid metabolism"
"7","sml:Smlt0013 cls (GenBank) putative cardiolipin synthetase","Metabolic pathways"
"8","sml:Smlt0015  (GenBank) putative pyridoxal phosphate biosynthetic protein","Vitamin B6 metabolism"
"9","sml:Smlt0015  (GenBank) putative pyridoxal phosphate biosynthetic protein","Metabolic pathways"
"10","sml:Smlt0015  (GenBank) putative pyridoxal phosphate biosynthetic protein","Biosynthesis of cofactors"
"11","sml:Smlt0047  (GenBank) putative fructose-1,6-bisphosphatase (d-fructose-1,6-bisphosphate 1-phosphohydrolase)","Glycolysis / Gluconeogenesis"
"12","sml:Smlt0047  (GenBank) putative fructose-1,6-bisphosphatase (d-fructose-1,6-bisphosphate 1-phosphohydrolase)","Pentose phosphate pathway"
"13","sml:Smlt0047  (GenBank) putative fructose-1,6-bisphosphatase (d-fructose-1,6-bisphosphate 1-phosphohydrolase)","Fructose and mannose metabolism"
"14","sml:Smlt0047  (GenBank) putative fructose-1,6-bisphosphatase (d-fructose-1,6-bisphosphate 1-phosphohydrolase)","Methane metabolism"
"15","sml:Smlt0047  (GenBank) putative fructose-1,6-bisphosphatase (d-fructose-1,6-bisphosphate 1-phosphohydrolase)","Metabolic pathways"
"16","sml:Smlt0047  (GenBank) putative fructose-1,6-bisphosphatase (d-fructose-1,6-bisphosphate 1-phosphohydrolase)","Biosynthesis of secondary metabolites"
"17","sml:Smlt0047  (GenBank) putative fructose-1,6-bisphosphatase (d-fructose-1,6-bisphosphate 1-phosphohydrolase)","Microbial metabolism in diverse environments"
"18","sml:Smlt0047  (GenBank) putative fructose-1,6-bisphosphatase (d-fructose-1,6-bisphosphate 1-phosphohydrolase)","Carbon metabolism"
"19","sml:Smlt0048 aspC (GenBank) putative aspartate aminotransferase","Cysteine and methionine metabolism"
"20","sml:Smlt0048 aspC (GenBank) putative aspartate aminotransferase","Tyrosine metabolism"
"21","sml:Smlt0048 aspC (GenBank) putative aspartate aminotransferase","Phenylalanine metabolism"
"22","sml:Smlt0048 aspC (GenBank) putative aspartate aminotransferase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"23","sml:Smlt0048 aspC (GenBank) putative aspartate aminotransferase","Novobiocin biosynthesis"
"24","sml:Smlt0048 aspC (GenBank) putative aspartate aminotransferase","Metabolic pathways"
"25","sml:Smlt0048 aspC (GenBank) putative aspartate aminotransferase","Biosynthesis of secondary metabolites"
"26","sml:Smlt0048 aspC (GenBank) putative aspartate aminotransferase","Biosynthesis of amino acids"
"27","sml:Smlt0052  (GenBank) putative Ku domain protein","Non-homologous end-joining"
"28","sml:Smlt0053  (GenBank) putative ATP-dependent DNA ligase","Non-homologous end-joining"
"29","sml:Smlt0073  (GenBank) putative khg/kdpg aldolase","Pentose phosphate pathway"
"30","sml:Smlt0073  (GenBank) putative khg/kdpg aldolase","Glyoxylate and dicarboxylate metabolism"
"31","sml:Smlt0073  (GenBank) putative khg/kdpg aldolase","Metabolic pathways"
"32","sml:Smlt0073  (GenBank) putative khg/kdpg aldolase","Microbial metabolism in diverse environments"
"33","sml:Smlt0073  (GenBank) putative khg/kdpg aldolase","Carbon metabolism"
"34","sml:Smlt0077 phhA (GenBank) putative phenylalanine-4-hydroxylase","Phenylalanine metabolism"
"35","sml:Smlt0077 phhA (GenBank) putative phenylalanine-4-hydroxylase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"36","sml:Smlt0077 phhA (GenBank) putative phenylalanine-4-hydroxylase","Folate biosynthesis"
"37","sml:Smlt0077 phhA (GenBank) putative phenylalanine-4-hydroxylase","Metabolic pathways"
"38","sml:Smlt0077 phhA (GenBank) putative phenylalanine-4-hydroxylase","Biosynthesis of amino acids"
"39","sml:Smlt0084  (GenBank) putative phosphatase","Riboflavin metabolism"
"40","sml:Smlt0084  (GenBank) putative phosphatase","Metabolic pathways"
"41","sml:Smlt0084  (GenBank) putative phosphatase","Two-component system"
"42","sml:Smlt0088  (GenBank) putative fatty acid desaturase","Biosynthesis of unsaturated fatty acids"
"43","sml:Smlt0088  (GenBank) putative fatty acid desaturase","Metabolic pathways"
"44","sml:Smlt0088  (GenBank) putative fatty acid desaturase","Fatty acid metabolism"
"45","sml:Smlt0090 fpg (GenBank) putative formamidopyrimidine-dna glycosylase (fapy-dna glycosylase) (dna-(apurinic or apyrimidinic site) lyase mutm)","Base excision repair"
"46","sml:Smlt0092 tdk (GenBank) putative thymidine kinase","Pyrimidine metabolism"
"47","sml:Smlt0092 tdk (GenBank) putative thymidine kinase","Metabolic pathways"
"48","sml:Smlt0092 tdk (GenBank) putative thymidine kinase","Nucleotide metabolism"
"49","sml:Smlt0099 pyrF (GenBank) putative orotidine 5'-phosphate decarboxylase","Pyrimidine metabolism"
"50","sml:Smlt0099 pyrF (GenBank) putative orotidine 5'-phosphate decarboxylase","Metabolic pathways"
"51","sml:Smlt0099 pyrF (GenBank) putative orotidine 5'-phosphate decarboxylase","Biosynthesis of cofactors"
"52","sml:Smlt0102 plsB (GenBank) putative glycerol-3-phosphate acyltransferase","Glycerolipid metabolism"
"53","sml:Smlt0102 plsB (GenBank) putative glycerol-3-phosphate acyltransferase","Glycerophospholipid metabolism"
"54","sml:Smlt0102 plsB (GenBank) putative glycerol-3-phosphate acyltransferase","Metabolic pathways"
"55","sml:Smlt0102 plsB (GenBank) putative glycerol-3-phosphate acyltransferase","Biosynthesis of secondary metabolites"
"56","sml:Smlt0106  (GenBank) putative methylglyoxal synthase","Propanoate metabolism"
"57","sml:Smlt0106  (GenBank) putative methylglyoxal synthase","Metabolic pathways"
"58","sml:Smlt0106  (GenBank) putative methylglyoxal synthase","Microbial metabolism in diverse environments"
"59","sml:Smlt0107  (GenBank) putative sensor histidine kinase transcriptional regulatory protein two-component regulator","Two-component system"
"60","sml:Smlt0108 gltD (GenBank) putative glutamate synthase [nadph] small chain","Alanine, aspartate and glutamate metabolism"
"61","sml:Smlt0108 gltD (GenBank) putative glutamate synthase [nadph] small chain","Nitrogen metabolism"
"62","sml:Smlt0108 gltD (GenBank) putative glutamate synthase [nadph] small chain","Metabolic pathways"
"63","sml:Smlt0108 gltD (GenBank) putative glutamate synthase [nadph] small chain","Biosynthesis of secondary metabolites"
"64","sml:Smlt0108 gltD (GenBank) putative glutamate synthase [nadph] small chain","Microbial metabolism in diverse environments"
"65","sml:Smlt0108 gltD (GenBank) putative glutamate synthase [nadph] small chain","Biosynthesis of amino acids"
"66","sml:Smlt0109 gltB (GenBank) putative glutamate synthase [nadph] large chain precursor","Alanine, aspartate and glutamate metabolism"
"67","sml:Smlt0109 gltB (GenBank) putative glutamate synthase [nadph] large chain precursor","Nitrogen metabolism"
"68","sml:Smlt0109 gltB (GenBank) putative glutamate synthase [nadph] large chain precursor","Metabolic pathways"
"69","sml:Smlt0109 gltB (GenBank) putative glutamate synthase [nadph] large chain precursor","Biosynthesis of secondary metabolites"
"70","sml:Smlt0109 gltB (GenBank) putative glutamate synthase [nadph] large chain precursor","Microbial metabolism in diverse environments"
"71","sml:Smlt0109 gltB (GenBank) putative glutamate synthase [nadph] large chain precursor","Biosynthesis of amino acids"
"72","sml:Smlt0143  (GenBank) putative thioesterase","Ubiquinone and other terpenoid-quinone biosynthesis"
"73","sml:Smlt0143  (GenBank) putative thioesterase","Metabolic pathways"
"74","sml:Smlt0143  (GenBank) putative thioesterase","Biosynthesis of secondary metabolites"
"75","sml:Smlt0143  (GenBank) putative thioesterase","Biosynthesis of cofactors"
"76","sml:Smlt0150  (GenBank) putative transmembrane undecaprenyl-diphosphatase","Peptidoglycan biosynthesis"
"77","sml:Smlt0150  (GenBank) putative transmembrane undecaprenyl-diphosphatase","Teichoic acid biosynthesis"
"78","sml:Smlt0151 glnA (GenBank) putative glutamine synthetase (glutamate--ammonia ligase)","Arginine biosynthesis"
"79","sml:Smlt0151 glnA (GenBank) putative glutamine synthetase (glutamate--ammonia ligase)","Alanine, aspartate and glutamate metabolism"
"80","sml:Smlt0151 glnA (GenBank) putative glutamine synthetase (glutamate--ammonia ligase)","Glyoxylate and dicarboxylate metabolism"
"81","sml:Smlt0151 glnA (GenBank) putative glutamine synthetase (glutamate--ammonia ligase)","Nitrogen metabolism"
"82","sml:Smlt0151 glnA (GenBank) putative glutamine synthetase (glutamate--ammonia ligase)","Metabolic pathways"
"83","sml:Smlt0151 glnA (GenBank) putative glutamine synthetase (glutamate--ammonia ligase)","Microbial metabolism in diverse environments"
"84","sml:Smlt0151 glnA (GenBank) putative glutamine synthetase (glutamate--ammonia ligase)","Biosynthesis of amino acids"
"85","sml:Smlt0151 glnA (GenBank) putative glutamine synthetase (glutamate--ammonia ligase)","Two-component system"
"86","sml:Smlt0152 glnB (GenBank) nitrogen regulatory protein p-ii","Two-component system"
"87","sml:Smlt0158 glnL (GenBank) putative nitrogen regulation protein nr(ii)","Two-component system"
"88","sml:Smlt0159 glnG (GenBank) putative nitrogen regulation protein nr(i)","Two-component system"
"89","sml:Smlt0164 fadI (GenBank) putative 3-ketoacyl-CoA thiolase","Fatty acid degradation"
"90","sml:Smlt0164 fadI (GenBank) putative 3-ketoacyl-CoA thiolase","Valine, leucine and isoleucine degradation"
"91","sml:Smlt0164 fadI (GenBank) putative 3-ketoacyl-CoA thiolase","Lysine degradation"
"92","sml:Smlt0164 fadI (GenBank) putative 3-ketoacyl-CoA thiolase","Benzoate degradation"
"93","sml:Smlt0164 fadI (GenBank) putative 3-ketoacyl-CoA thiolase","Tryptophan metabolism"
"94","sml:Smlt0164 fadI (GenBank) putative 3-ketoacyl-CoA thiolase","Pyruvate metabolism"
"95","sml:Smlt0164 fadI (GenBank) putative 3-ketoacyl-CoA thiolase","Glyoxylate and dicarboxylate metabolism"
"96","sml:Smlt0164 fadI (GenBank) putative 3-ketoacyl-CoA thiolase","Butanoate metabolism"
"97","sml:Smlt0164 fadI (GenBank) putative 3-ketoacyl-CoA thiolase","Terpenoid backbone biosynthesis"
"98","sml:Smlt0164 fadI (GenBank) putative 3-ketoacyl-CoA thiolase","Metabolic pathways"
"99","sml:Smlt0164 fadI (GenBank) putative 3-ketoacyl-CoA thiolase","Biosynthesis of secondary metabolites"
"100","sml:Smlt0164 fadI (GenBank) putative 3-ketoacyl-CoA thiolase","Microbial metabolism in diverse environments"
"101","sml:Smlt0164 fadI (GenBank) putative 3-ketoacyl-CoA thiolase","Carbon metabolism"
"102","sml:Smlt0164 fadI (GenBank) putative 3-ketoacyl-CoA thiolase","Fatty acid metabolism"
"103","sml:Smlt0164 fadI (GenBank) putative 3-ketoacyl-CoA thiolase","Two-component system"
"104","sml:Smlt0166  (GenBank) putative uroporphyrinogen III C-methyltransferase HemX","Porphyrin metabolism"
"105","sml:Smlt0166  (GenBank) putative uroporphyrinogen III C-methyltransferase HemX","Metabolic pathways"
"106","sml:Smlt0166  (GenBank) putative uroporphyrinogen III C-methyltransferase HemX","Biosynthesis of secondary metabolites"
"107","sml:Smlt0166  (GenBank) putative uroporphyrinogen III C-methyltransferase HemX","Microbial metabolism in diverse environments"
"108","sml:Smlt0166  (GenBank) putative uroporphyrinogen III C-methyltransferase HemX","Biosynthesis of cofactors"
"109","sml:Smlt0167 hemD (GenBank) putative uroporphyrinogen-iii synthase (uros) (uroporphyrinogen-iii cosynthetase) (hydroxymethylbilane hydrolyase [cyclizing])","Porphyrin metabolism"
"110","sml:Smlt0167 hemD (GenBank) putative uroporphyrinogen-iii synthase (uros) (uroporphyrinogen-iii cosynthetase) (hydroxymethylbilane hydrolyase [cyclizing])","Metabolic pathways"
"111","sml:Smlt0167 hemD (GenBank) putative uroporphyrinogen-iii synthase (uros) (uroporphyrinogen-iii cosynthetase) (hydroxymethylbilane hydrolyase [cyclizing])","Biosynthesis of secondary metabolites"
"112","sml:Smlt0167 hemD (GenBank) putative uroporphyrinogen-iii synthase (uros) (uroporphyrinogen-iii cosynthetase) (hydroxymethylbilane hydrolyase [cyclizing])","Microbial metabolism in diverse environments"
"113","sml:Smlt0167 hemD (GenBank) putative uroporphyrinogen-iii synthase (uros) (uroporphyrinogen-iii cosynthetase) (hydroxymethylbilane hydrolyase [cyclizing])","Biosynthesis of cofactors"
"114","sml:Smlt0171 secB (GenBank) putative protein-export SecB protein","Quorum sensing"
"115","sml:Smlt0171 secB (GenBank) putative protein-export SecB protein","Protein export"
"116","sml:Smlt0171 secB (GenBank) putative protein-export SecB protein","Bacterial secretion system"
"117","sml:Smlt0172 gpsA (GenBank) putative glycerol-3-phosphate dehydrogenase","Glycerophospholipid metabolism"
"118","sml:Smlt0172 gpsA (GenBank) putative glycerol-3-phosphate dehydrogenase","Biosynthesis of secondary metabolites"
"119","sml:Smlt0195  (GenBank) putative LuxR family two component response regulator","Two-component system"
"120","sml:Smlt0196  (GenBank) putative two-component sensor/response regulator protein","Two-component system"
"121","sml:Smlt0197  (GenBank) putative cytochrome c","Oxidative phosphorylation"
"122","sml:Smlt0197  (GenBank) putative cytochrome c","Metabolic pathways"
"123","sml:Smlt0197  (GenBank) putative cytochrome c","Two-component system"
"124","sml:Smlt0199 GCDH (GenBank) putative glutaryl-CoA dehydrogenase","Fatty acid degradation"
"125","sml:Smlt0199 GCDH (GenBank) putative glutaryl-CoA dehydrogenase","Lysine degradation"
"126","sml:Smlt0199 GCDH (GenBank) putative glutaryl-CoA dehydrogenase","Benzoate degradation"
"127","sml:Smlt0199 GCDH (GenBank) putative glutaryl-CoA dehydrogenase","Tryptophan metabolism"
"128","sml:Smlt0199 GCDH (GenBank) putative glutaryl-CoA dehydrogenase","Metabolic pathways"
"129","sml:Smlt0199 GCDH (GenBank) putative glutaryl-CoA dehydrogenase","Biosynthesis of secondary metabolites"
"130","sml:Smlt0199 GCDH (GenBank) putative glutaryl-CoA dehydrogenase","Microbial metabolism in diverse environments"
"131","sml:Smlt0211 ddlA (GenBank) putative D-alanine--D-alanine ligase A (D-alanylalanine synthetase A) (D-ala-D-ala ligase A)","D-Amino acid metabolism"
"132","sml:Smlt0211 ddlA (GenBank) putative D-alanine--D-alanine ligase A (D-alanylalanine synthetase A) (D-ala-D-ala ligase A)","Peptidoglycan biosynthesis"
"133","sml:Smlt0211 ddlA (GenBank) putative D-alanine--D-alanine ligase A (D-alanylalanine synthetase A) (D-ala-D-ala ligase A)","Metabolic pathways"
"134","sml:Smlt0211 ddlA (GenBank) putative D-alanine--D-alanine ligase A (D-alanylalanine synthetase A) (D-ala-D-ala ligase A)","Vancomycin resistance"
"135","sml:Smlt0224  (GenBank) putative 3-dehydroquinate dehydratase","Phenylalanine, tyrosine and tryptophan biosynthesis"
"136","sml:Smlt0224  (GenBank) putative 3-dehydroquinate dehydratase","Metabolic pathways"
"137","sml:Smlt0224  (GenBank) putative 3-dehydroquinate dehydratase","Biosynthesis of secondary metabolites"
"138","sml:Smlt0224  (GenBank) putative 3-dehydroquinate dehydratase","Biosynthesis of amino acids"
"139","sml:Smlt0226  (GenBank) putative peptidase","Protein export"
"140","sml:Smlt0231 mls (GenBank) putative malate synthase","Pyruvate metabolism"
"141","sml:Smlt0231 mls (GenBank) putative malate synthase","Glyoxylate and dicarboxylate metabolism"
"142","sml:Smlt0231 mls (GenBank) putative malate synthase","Metabolic pathways"
"143","sml:Smlt0231 mls (GenBank) putative malate synthase","Biosynthesis of secondary metabolites"
"144","sml:Smlt0231 mls (GenBank) putative malate synthase","Microbial metabolism in diverse environments"
"145","sml:Smlt0231 mls (GenBank) putative malate synthase","Carbon metabolism"
"146","sml:Smlt0232 aceA (GenBank) putative isocitrate lyase","Glyoxylate and dicarboxylate metabolism"
"147","sml:Smlt0232 aceA (GenBank) putative isocitrate lyase","Metabolic pathways"
"148","sml:Smlt0232 aceA (GenBank) putative isocitrate lyase","Biosynthesis of secondary metabolites"
"149","sml:Smlt0232 aceA (GenBank) putative isocitrate lyase","Microbial metabolism in diverse environments"
"150","sml:Smlt0232 aceA (GenBank) putative isocitrate lyase","Carbon metabolism"
"151","sml:Smlt0237  (GenBank) putative biotin carboxylase","Valine, leucine and isoleucine degradation"
"152","sml:Smlt0237  (GenBank) putative biotin carboxylase","Metabolic pathways"
"153","sml:Smlt0238  (GenBank) putative acyl CoA carboxyltransferase","Valine, leucine and isoleucine degradation"
"154","sml:Smlt0238  (GenBank) putative acyl CoA carboxyltransferase","Metabolic pathways"
"155","sml:Smlt0239  (GenBank) putative acyl CoA dehydrogenase","Valine, leucine and isoleucine degradation"
"156","sml:Smlt0239  (GenBank) putative acyl CoA dehydrogenase","Metabolic pathways"
"157","sml:Smlt0247 RRM1 (GenBank) putative ribonucleoside-diphosphate reductase large subunit","Purine metabolism"
"158","sml:Smlt0247 RRM1 (GenBank) putative ribonucleoside-diphosphate reductase large subunit","Pyrimidine metabolism"
"159","sml:Smlt0247 RRM1 (GenBank) putative ribonucleoside-diphosphate reductase large subunit","Metabolic pathways"
"160","sml:Smlt0247 RRM1 (GenBank) putative ribonucleoside-diphosphate reductase large subunit","Nucleotide metabolism"
