"","Gene","Pathway"
"1","sae:NWMN_0001 dnaA (GenBank) chromosomal replication initiator protein DnaA","Two-component system"
"2","sae:NWMN_0002 dnaN (GenBank) DNA polymerase III beta subunit","DNA replication"
"3","sae:NWMN_0002 dnaN (GenBank) DNA polymerase III beta subunit","Mismatch repair"
"4","sae:NWMN_0002 dnaN (GenBank) DNA polymerase III beta subunit","Homologous recombination"
"5","sae:NWMN_0003 recF (GenBank) DNA replication and repair protein RecF","Homologous recombination"
"6","sae:NWMN_0007 hutH (GenBank) histidine ammonia-lyase","Histidine metabolism"
"7","sae:NWMN_0007 hutH (GenBank) histidine ammonia-lyase","Metabolic pathways"
"8","sae:NWMN_0008 serS (GenBank) seryl-tRNA synthetase","Aminoacyl-tRNA biosynthesis"
"9","sae:NWMN_0011  (GenBank) conserved hypothetical protein","Cysteine and methionine metabolism"
"10","sae:NWMN_0011  (GenBank) conserved hypothetical protein","Sulfur metabolism"
"11","sae:NWMN_0011  (GenBank) conserved hypothetical protein","Metabolic pathways"
"12","sae:NWMN_0011  (GenBank) conserved hypothetical protein","Biosynthesis of secondary metabolites"
"13","sae:NWMN_0011  (GenBank) conserved hypothetical protein","Biosynthesis of amino acids"
"14","sae:NWMN_0014 rplI (GenBank) 50S ribosomal protein L9","Ribosome"
"15","sae:NWMN_0015 dnaB (GenBank) replicative DNA helicase","DNA replication"
"16","sae:NWMN_0016 purA (GenBank) adenylosuccinate synthetase","Purine metabolism"
"17","sae:NWMN_0016 purA (GenBank) adenylosuccinate synthetase","Alanine, aspartate and glutamate metabolism"
"18","sae:NWMN_0016 purA (GenBank) adenylosuccinate synthetase","Metabolic pathways"
"19","sae:NWMN_0016 purA (GenBank) adenylosuccinate synthetase","Nucleotide metabolism"
"20","sae:NWMN_0016 purA (GenBank) adenylosuccinate synthetase","Biosynthesis of cofactors"
"21","sae:NWMN_tRNA01  (GenBank) tRNA-Glu","Aminoacyl-tRNA biosynthesis"
"22","sae:NWMN_tRNA02  (GenBank) tRNA-Asp","Aminoacyl-tRNA biosynthesis"
"23","sae:NWMN_0017 vicR (GenBank) response regulator protein","Two-component system"
"24","sae:NWMN_0018 vicK (GenBank) sensor kinase protein","Two-component system"
"25","sae:NWMN_0028  (GenBank) metallo-beta-lactamase superfamily protein","Pyruvate metabolism"
"26","sae:NWMN_0028  (GenBank) metallo-beta-lactamase superfamily protein","Metabolic pathways"
"27","sae:NWMN_0029  (GenBank) conserved hypothetical protein","Sulfur metabolism"
"28","sae:NWMN_0029  (GenBank) conserved hypothetical protein","Microbial metabolism in diverse environments"
"29","sae:NWMN_0041  (GenBank) conserved hypothetical protein","Inositol phosphate metabolism"
"30","sae:NWMN_0041  (GenBank) conserved hypothetical protein","Metabolic pathways"
"31","sae:NWMN_0055 spa (GenBank) immunoglobulin G binding protein A precursor (protein A)","Staphylococcus aureus infection"
"32","sae:NWMN_0060 sbnA (GenBank) O-Acetyl serine sulfhydrylase","Biosynthesis of various other secondary metabolites"
"33","sae:NWMN_0060 sbnA (GenBank) O-Acetyl serine sulfhydrylase","Biosynthesis of various antibiotics"
"34","sae:NWMN_0060 sbnA (GenBank) O-Acetyl serine sulfhydrylase","Metabolic pathways"
"35","sae:NWMN_0060 sbnA (GenBank) O-Acetyl serine sulfhydrylase","Biosynthesis of secondary metabolites"
"36","sae:NWMN_0061 sbnB (GenBank) ornithine cyclodeaminase","Biosynthesis of various other secondary metabolites"
"37","sae:NWMN_0061 sbnB (GenBank) ornithine cyclodeaminase","Biosynthesis of various antibiotics"
"38","sae:NWMN_0061 sbnB (GenBank) ornithine cyclodeaminase","Metabolic pathways"
"39","sae:NWMN_0061 sbnB (GenBank) ornithine cyclodeaminase","Biosynthesis of secondary metabolites"
"40","sae:NWMN_0062 sbnC (GenBank) siderophore biosynthesis IucC family protein","Biosynthesis of various other secondary metabolites"
"41","sae:NWMN_0062 sbnC (GenBank) siderophore biosynthesis IucC family protein","Metabolic pathways"
"42","sae:NWMN_0062 sbnC (GenBank) siderophore biosynthesis IucC family protein","Biosynthesis of secondary metabolites"
"43","sae:NWMN_0064 sbnE (GenBank) siderophore biosynthesis IucA family protein","Biosynthesis of various other secondary metabolites"
"44","sae:NWMN_0064 sbnE (GenBank) siderophore biosynthesis IucA family protein","Metabolic pathways"
"45","sae:NWMN_0064 sbnE (GenBank) siderophore biosynthesis IucA family protein","Biosynthesis of secondary metabolites"
"46","sae:NWMN_0065 sbnF (GenBank) siderophore biosynthesis IucC family protein","Biosynthesis of various other secondary metabolites"
"47","sae:NWMN_0065 sbnF (GenBank) siderophore biosynthesis IucC family protein","Metabolic pathways"
"48","sae:NWMN_0065 sbnF (GenBank) siderophore biosynthesis IucC family protein","Biosynthesis of secondary metabolites"
"49","sae:NWMN_0067 sbnH (GenBank) diaminopimelate decarboxylase","Biosynthesis of various other secondary metabolites"
"50","sae:NWMN_0067 sbnH (GenBank) diaminopimelate decarboxylase","Metabolic pathways"
"51","sae:NWMN_0067 sbnH (GenBank) diaminopimelate decarboxylase","Biosynthesis of secondary metabolites"
"52","sae:NWMN_0068 sbnI (GenBank) SbnI protein","Biosynthesis of various other secondary metabolites"
"53","sae:NWMN_0068 sbnI (GenBank) SbnI protein","Metabolic pathways"
"54","sae:NWMN_0068 sbnI (GenBank) SbnI protein","Biosynthesis of secondary metabolites"
"55","sae:NWMN_0071  (GenBank) glucose/ribitol dehydrogenase","Butanoate metabolism"
"56","sae:NWMN_0071  (GenBank) glucose/ribitol dehydrogenase","Biosynthesis of secondary metabolites"
"57","sae:NWMN_0072  (GenBank) NAD dependent epimerase/dehydratase family protein","Galactose metabolism"
"58","sae:NWMN_0072  (GenBank) NAD dependent epimerase/dehydratase family protein","Amino sugar and nucleotide sugar metabolism"
"59","sae:NWMN_0072  (GenBank) NAD dependent epimerase/dehydratase family protein","O-Antigen nucleotide sugar biosynthesis"
"60","sae:NWMN_0072  (GenBank) NAD dependent epimerase/dehydratase family protein","Metabolic pathways"
"61","sae:NWMN_0072  (GenBank) NAD dependent epimerase/dehydratase family protein","Biosynthesis of nucleotide sugars"
"62","sae:NWMN_0080 pnp (GenBank) purine nucleoside phosphorylase","Purine metabolism"
