"","Gene","Pathway"
"1","hit:NTHI0001 gapA (GenBank) glyceraldehyde 3-phosphate dehydrogenase","Glycolysis / Gluconeogenesis"
"2","hit:NTHI0001 gapA (GenBank) glyceraldehyde 3-phosphate dehydrogenase","Metabolic pathways"
"3","hit:NTHI0001 gapA (GenBank) glyceraldehyde 3-phosphate dehydrogenase","Biosynthesis of secondary metabolites"
"4","hit:NTHI0001 gapA (GenBank) glyceraldehyde 3-phosphate dehydrogenase","Microbial metabolism in diverse environments"
"5","hit:NTHI0001 gapA (GenBank) glyceraldehyde 3-phosphate dehydrogenase","Carbon metabolism"
"6","hit:NTHI0001 gapA (GenBank) glyceraldehyde 3-phosphate dehydrogenase","Biosynthesis of amino acids"
"7","hit:NTHI0002  (GenBank) putative long-chain-fatty-acid--CoA ligase","Fatty acid biosynthesis"
"8","hit:NTHI0002  (GenBank) putative long-chain-fatty-acid--CoA ligase","Fatty acid degradation"
"9","hit:NTHI0002  (GenBank) putative long-chain-fatty-acid--CoA ligase","Metabolic pathways"
"10","hit:NTHI0002  (GenBank) putative long-chain-fatty-acid--CoA ligase","Fatty acid metabolism"
"11","hit:NTHI0002  (GenBank) putative long-chain-fatty-acid--CoA ligase","Quorum sensing"
"12","hit:NTHI0007 fdxG (GenBank) formate dehydrogenase major subunit","Glyoxylate and dicarboxylate metabolism"
"13","hit:NTHI0007 fdxG (GenBank) formate dehydrogenase major subunit","Methane metabolism"
"14","hit:NTHI0007 fdxG (GenBank) formate dehydrogenase major subunit","Metabolic pathways"
"15","hit:NTHI0007 fdxG (GenBank) formate dehydrogenase major subunit","Microbial metabolism in diverse environments"
"16","hit:NTHI0007 fdxG (GenBank) formate dehydrogenase major subunit","Carbon metabolism"
"17","hit:NTHI0010 fdxH (GenBank) formate dehydrogenase, iron-sulfur subunit","Glyoxylate and dicarboxylate metabolism"
"18","hit:NTHI0010 fdxH (GenBank) formate dehydrogenase, iron-sulfur subunit","Methane metabolism"
"19","hit:NTHI0010 fdxH (GenBank) formate dehydrogenase, iron-sulfur subunit","Metabolic pathways"
"20","hit:NTHI0010 fdxH (GenBank) formate dehydrogenase, iron-sulfur subunit","Microbial metabolism in diverse environments"
"21","hit:NTHI0010 fdxH (GenBank) formate dehydrogenase, iron-sulfur subunit","Carbon metabolism"
"22","hit:NTHI0011 fdxI (GenBank) formate dehydrogenase, cytochrome B556 subunit","Glyoxylate and dicarboxylate metabolism"
"23","hit:NTHI0011 fdxI (GenBank) formate dehydrogenase, cytochrome B556 subunit","Methane metabolism"
"24","hit:NTHI0011 fdxI (GenBank) formate dehydrogenase, cytochrome B556 subunit","Metabolic pathways"
"25","hit:NTHI0011 fdxI (GenBank) formate dehydrogenase, cytochrome B556 subunit","Microbial metabolism in diverse environments"
"26","hit:NTHI0011 fdxI (GenBank) formate dehydrogenase, cytochrome B556 subunit","Carbon metabolism"
"27","hit:NTHI0015 holD (GenBank) DNA polymerase III, psi subunit","DNA replication"
"28","hit:NTHI0015 holD (GenBank) DNA polymerase III, psi subunit","Mismatch repair"
"29","hit:NTHI0015 holD (GenBank) DNA polymerase III, psi subunit","Homologous recombination"
"30","hit:NTHI0020 lepB (GenBank) Signal peptidase I","Protein export"
"31","hit:NTHI0025 ung (GenBank) uracil-DNA glycosylase","Base excision repair"
"32","hit:NTHI0028 citG (GenBank) CitXG","Two-component system"
"33","hit:NTHI0029 citF (GenBank) citrate lyase alpha chain","Two-component system"
"34","hit:NTHI0030 citE (GenBank) citrate lyase beta chain","Two-component system"
"35","hit:NTHI0031 citD (GenBank) citrate lyase acyl carrier protein","Two-component system"
"36","hit:NTHI0032 citC (GenBank) [citrate [pro-3S]-lyase] ligase","Two-component system"
"37","hit:NTHI0033 lipA (GenBank) Lipoic acid synthetase","Lipoic acid metabolism"
"38","hit:NTHI0033 lipA (GenBank) Lipoic acid synthetase","Metabolic pathways"
"39","hit:NTHI0033 lipA (GenBank) Lipoic acid synthetase","Biosynthesis of cofactors"
"40","hit:NTHI0034 lipB (GenBank) lipoate-protein ligase B","Lipoic acid metabolism"
"41","hit:NTHI0034 lipB (GenBank) lipoate-protein ligase B","Metabolic pathways"
"42","hit:NTHI0034 lipB (GenBank) lipoate-protein ligase B","Biosynthesis of cofactors"
"43","hit:NTHI0036 dacA (GenBank) penicillin-binding protein 5 precursor","Peptidoglycan biosynthesis"
"44","hit:NTHI0036 dacA (GenBank) penicillin-binding protein 5 precursor","Metabolic pathways"
"45","hit:NTHI0039 mrdA (GenBank) penicillin-binding protein 2","Peptidoglycan biosynthesis"
"46","hit:NTHI0039 mrdA (GenBank) penicillin-binding protein 2","Metabolic pathways"
"47","hit:NTHI0039 mrdA (GenBank) penicillin-binding protein 2","beta-Lactam resistance"
"48","hit:NTHI0044  (GenBank) conserved hypothetical ABC transporter ATP-binding protein","ABC transporters"
"49","hit:NTHI0049 xthA (GenBank) exodeoxyribonuclease III","Base excision repair"
"50","hit:NTHIT0001  (GenBank) tRNA-Ser","Aminoacyl-tRNA biosynthesis"
"51","hit:NTHI0055 eda (GenBank) KHG/KDPG aldolase","Pentose phosphate pathway"
"52","hit:NTHI0055 eda (GenBank) KHG/KDPG aldolase","Glyoxylate and dicarboxylate metabolism"
"53","hit:NTHI0055 eda (GenBank) KHG/KDPG aldolase","Metabolic pathways"
"54","hit:NTHI0055 eda (GenBank) KHG/KDPG aldolase","Microbial metabolism in diverse environments"
"55","hit:NTHI0055 eda (GenBank) KHG/KDPG aldolase","Carbon metabolism"
"56","hit:NTHI0056 uxuC (GenBank) uronate isomerase","Pentose and glucuronate interconversions"
"57","hit:NTHI0056 uxuC (GenBank) uronate isomerase","Metabolic pathways"
"58","hit:NTHI0065 uxuA (GenBank) mannonate dehydratase","Pentose and glucuronate interconversions"
"59","hit:NTHI0065 uxuA (GenBank) mannonate dehydratase","Metabolic pathways"
"60","hit:NTHI0067 uvrC (GenBank) UvrABC system protein C","Nucleotide excision repair"
"61","hit:NTHI0068 kdsB (GenBank) 3-deoxy-D-manno-octulosonic acid cytidylyltransferase","Lipopolysaccharide biosynthesis"
"62","hit:NTHI0068 kdsB (GenBank) 3-deoxy-D-manno-octulosonic acid cytidylyltransferase","Metabolic pathways"
"63","hit:NTHI0068 kdsB (GenBank) 3-deoxy-D-manno-octulosonic acid cytidylyltransferase","Biosynthesis of nucleotide sugars"
"64","hit:NTHI0069 lpxK (GenBank) tetraacyldisaccharide 4'-kinase","Lipopolysaccharide biosynthesis"
"65","hit:NTHI0069 lpxK (GenBank) tetraacyldisaccharide 4'-kinase","Metabolic pathways"
"66","hit:NTHI0072 msbA (GenBank) lipid A export ATP-binding protein MsbA","ABC transporters"
"67","hit:NTHI0076 pcnB (GenBank) probable poly polymerase","RNA degradation"
"68","hit:NTHI0077 folK (GenBank) 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase","Folate biosynthesis"
"69","hit:NTHI0077 folK (GenBank) 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase","Metabolic pathways"
"70","hit:NTHI0077 folK (GenBank) 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase","Biosynthesis of cofactors"
"71","hit:NTHI0079 amiB (GenBank) probable N-acetylmuramoyl-L-alanine amidase AmiB precursor","Cationic antimicrobial peptide (CAMP) resistance"
"72","hit:NTHI0080 mutL (GenBank) DNA mismatch repair protein MutL","Mismatch repair"
"73","hit:NTHI0081 miaA (GenBank) tRNA delta-isopentenylpyrophosphate transferase","Metabolic pathways"
"74","hit:NTHI0081 miaA (GenBank) tRNA delta-isopentenylpyrophosphate transferase","Biosynthesis of secondary metabolites"
"75","hit:NTHI0084 ppnK (GenBank) probable inorganic polyphosphate/ATP-NAD kinase","Nicotinate and nicotinamide metabolism"
"76","hit:NTHI0084 ppnK (GenBank) probable inorganic polyphosphate/ATP-NAD kinase","Metabolic pathways"
"77","hit:NTHI0084 ppnK (GenBank) probable inorganic polyphosphate/ATP-NAD kinase","Biosynthesis of cofactors"
"78","hit:NTHI0088 nrdD (GenBank) anaerobic ribonucleoside-triphosphate reductase","Purine metabolism"
