"","Gene","Pathway"
"1","pgi:PG_0001 dnaA (GenBank) chromosomal replication initiator protein DnaA","Two-component system"
"2","pgi:PG_0002  (GenBank) hexapeptide transferase family protein","Amino sugar and nucleotide sugar metabolism"
"3","pgi:PG_0002  (GenBank) hexapeptide transferase family protein","O-Antigen nucleotide sugar biosynthesis"
"4","pgi:PG_0002  (GenBank) hexapeptide transferase family protein","Metabolic pathways"
"5","pgi:PG_0002  (GenBank) hexapeptide transferase family protein","Biosynthesis of nucleotide sugars"
"6","pgi:PG_0004  (GenBank) transcriptional regulator, Sir2 family","Nicotinate and nicotinamide metabolism"
"7","pgi:PG_0004  (GenBank) transcriptional regulator, Sir2 family","Metabolic pathways"
"8","pgi:PG_t01  (GenBank) tRNA-Asn","Aminoacyl-tRNA biosynthesis"
"9","pgi:PG_t02  (GenBank) tRNA-Asn","Aminoacyl-tRNA biosynthesis"
"10","pgi:PG_0011  (GenBank) glycosyl hydrolase, family 3","Amino sugar and nucleotide sugar metabolism"
"11","pgi:PG_0011  (GenBank) glycosyl hydrolase, family 3","Metabolic pathways"
"12","pgi:PG_0011  (GenBank) glycosyl hydrolase, family 3","beta-Lactam resistance"
"13","pgi:PG_0012  (GenBank) L-threonine-O-3-phosphate decarboxylase, putative","Porphyrin metabolism"
"14","pgi:PG_0012  (GenBank) L-threonine-O-3-phosphate decarboxylase, putative","Metabolic pathways"
"15","pgi:PG_0013  (GenBank) conserved hypothetical protein","Methane metabolism"
"16","pgi:PG_0013  (GenBank) conserved hypothetical protein","Metabolic pathways"
"17","pgi:PG_0013  (GenBank) conserved hypothetical protein","Microbial metabolism in diverse environments"
"18","pgi:PG_0013  (GenBank) conserved hypothetical protein","Biosynthesis of cofactors"
"19","pgi:PG_0016  (GenBank) sigma-54 dependent DNA-binding response regulator","Two-component system"
"20","pgi:PG_0017  (GenBank) sensor histidine kinase","Two-component system"
"21","pgi:PG_0028 ispF (GenBank) 2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","Terpenoid backbone biosynthesis"
"22","pgi:PG_0028 ispF (GenBank) 2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","Metabolic pathways"
"23","pgi:PG_0028 ispF (GenBank) 2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","Biosynthesis of secondary metabolites"
"24","pgi:PG_t03  (GenBank) tRNA-Gln","Aminoacyl-tRNA biosynthesis"
"25","pgi:PG_0030  (GenBank) cytidine deaminase","Pyrimidine metabolism"
"26","pgi:PG_0030  (GenBank) cytidine deaminase","Metabolic pathways"
"27","pgi:PG_0030  (GenBank) cytidine deaminase","Nucleotide metabolism"
"28","pgi:PG_0032  (GenBank) beta-mannosidase, putative","Other glycan degradation"
"29","pgi:PG_0035 dnaE (GenBank) DNA polymerase III, alpha subunit","DNA replication"
"30","pgi:PG_0035 dnaE (GenBank) DNA polymerase III, alpha subunit","Mismatch repair"
"31","pgi:PG_0035 dnaE (GenBank) DNA polymerase III, alpha subunit","Homologous recombination"
"32","pgi:PG_0037 rplS (GenBank) ribosomal protein L19","Ribosome"
"33","pgi:PG_0042 glyA (GenBank) serine hydroxymethyltransferase","Glycine, serine and threonine metabolism"
"34","pgi:PG_0042 glyA (GenBank) serine hydroxymethyltransferase","Cyanoamino acid metabolism"
"35","pgi:PG_0042 glyA (GenBank) serine hydroxymethyltransferase","Glyoxylate and dicarboxylate metabolism"
"36","pgi:PG_0042 glyA (GenBank) serine hydroxymethyltransferase","One carbon pool by folate"
"37","pgi:PG_0042 glyA (GenBank) serine hydroxymethyltransferase","Methane metabolism"
"38","pgi:PG_0042 glyA (GenBank) serine hydroxymethyltransferase","Metabolic pathways"
"39","pgi:PG_0042 glyA (GenBank) serine hydroxymethyltransferase","Biosynthesis of secondary metabolites"
"40","pgi:PG_0042 glyA (GenBank) serine hydroxymethyltransferase","Microbial metabolism in diverse environments"
"41","pgi:PG_0042 glyA (GenBank) serine hydroxymethyltransferase","Carbon metabolism"
"42","pgi:PG_0042 glyA (GenBank) serine hydroxymethyltransferase","Biosynthesis of amino acids"
"43","pgi:PG_0042 glyA (GenBank) serine hydroxymethyltransferase","Biosynthesis of cofactors"
"44","pgi:PG_0043 nahA (GenBank) beta-hexosaminidase","Other glycan degradation"
"45","pgi:PG_0043 nahA (GenBank) beta-hexosaminidase","Amino sugar and nucleotide sugar metabolism"
"46","pgi:PG_0043 nahA (GenBank) beta-hexosaminidase","Sphingolipid metabolism"
"47","pgi:PG_0043 nahA (GenBank) beta-hexosaminidase","Metabolic pathways"
"48","pgi:PG_0046 cdsA (GenBank) phosphatidate cytidylyltransferase","Glycerophospholipid metabolism"
"49","pgi:PG_0046 cdsA (GenBank) phosphatidate cytidylyltransferase","Metabolic pathways"
"50","pgi:PG_0046 cdsA (GenBank) phosphatidate cytidylyltransferase","Biosynthesis of secondary metabolites"
"51","pgi:PG_0054 recJ (GenBank) single-stranded-DNA-specific exonuclease RecJ","Base excision repair"
"52","pgi:PG_0054 recJ (GenBank) single-stranded-DNA-specific exonuclease RecJ","Mismatch repair"
"53","pgi:PG_0054 recJ (GenBank) single-stranded-DNA-specific exonuclease RecJ","Homologous recombination"
"54","pgi:PG_0057 pncB (GenBank) nicotinate phosphoribosyltransferase","Nicotinate and nicotinamide metabolism"
"55","pgi:PG_0057 pncB (GenBank) nicotinate phosphoribosyltransferase","Metabolic pathways"
"56","pgi:PG_0057 pncB (GenBank) nicotinate phosphoribosyltransferase","Biosynthesis of cofactors"
"57","pgi:PG_0058 nadD (GenBank) nicotinate (nicotinamide) nucleotide adenylyltransferase","Nicotinate and nicotinamide metabolism"
"58","pgi:PG_0058 nadD (GenBank) nicotinate (nicotinamide) nucleotide adenylyltransferase","Metabolic pathways"
"59","pgi:PG_0058 nadD (GenBank) nicotinate (nicotinamide) nucleotide adenylyltransferase","Biosynthesis of cofactors"
"60","pgi:PG_0064  (GenBank) heavy metal efflux pump, CzcA family","Two-component system"
"61","pgi:PG_0065  (GenBank) efflux transporter, RND family, MFP subunit","beta-Lactam resistance"
"62","pgi:PG_0065  (GenBank) efflux transporter, RND family, MFP subunit","Cationic antimicrobial peptide (CAMP) resistance"
"63","pgi:PG_0070 lpxA (GenBank) acyl-(acyl-carrier-protein)-UDP-N-acetylglucosamine acyltransferase","Lipopolysaccharide biosynthesis"
"64","pgi:PG_0070 lpxA (GenBank) acyl-(acyl-carrier-protein)-UDP-N-acetylglucosamine acyltransferase","Metabolic pathways"
"65","pgi:PG_0070 lpxA (GenBank) acyl-(acyl-carrier-protein)-UDP-N-acetylglucosamine acyltransferase","Cationic antimicrobial peptide (CAMP) resistance"
"66","pgi:PG_0071  (GenBank) UDP-3-O-acyl-GlcNAc deacetylase/beta-hydroxyacyl-[acyl carrier protein] dehydratase FabZ","Fatty acid biosynthesis"
