"","UNIPROTKB_ID","UNIPROTKB","ORGANISM","ORGANISM-ID","ID","EMBL/GENBANK/DDBJ","EMBL/GENBANK/DDBJ_CDS","GENENAME","GENES","GO","GO-ID","KEGG","EGGNOG","PSEUDOCAP"
"1","LRGA_STAA8","P72358","Staphylococcus aureus (strain NCTC 8325 / PS 47)","93061","P72358","CP000253","ABD29407.1","lrgA","lrgA SAOUHSC_00232","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cytolysis [GO:0019835]; programmed cell death [GO:0012501]","GO:0005886; GO:0012501; GO:0016021; GO:0019835","sao:SAOUHSC_00232","COG1380",NA
"2","LRGA_STAA8","P72358","Staphylococcus aureus (strain NCTC 8325 / PS 47)","93061","P72358","U52961","ABD29407.1","lrgA","lrgA SAOUHSC_00232","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cytolysis [GO:0019835]; programmed cell death [GO:0012501]","GO:0005886; GO:0012501; GO:0016021; GO:0019835","sao:SAOUHSC_00232","COG1380",NA
"3","LRGA_STAA8","P72358","Staphylococcus aureus (strain NCTC 8325 / PS 47)","93061","P72358","U52961","AAC44839.1","lrgA","lrgA SAOUHSC_00232","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cytolysis [GO:0019835]; programmed cell death [GO:0012501]","GO:0005886; GO:0012501; GO:0016021; GO:0019835","sao:SAOUHSC_00232","COG1380",NA
"4","LRGA_STAA8","P72358","Staphylococcus aureus (strain NCTC 8325 / PS 47)","93061","P72358","CP000253","AAC44839.1","lrgA","lrgA SAOUHSC_00232","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cytolysis [GO:0019835]; programmed cell death [GO:0012501]","GO:0005886; GO:0012501; GO:0016021; GO:0019835","sao:SAOUHSC_00232","COG1380",NA
"5","PGK_STAA8","Q2G031","Staphylococcus aureus (strain NCTC 8325 / PS 47)","93061","Q2G031","CP000253","ABD29924.1","pgk","pgk SAOUHSC_00796","cytosol [GO:0005829]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]","GO:0004618; GO:0005524; GO:0005829; GO:0006094; GO:0006096; GO:0043531","sao:SAOUHSC_00796","COG0126",NA
"6","PDP_STAA8","Q2FWC1","Staphylococcus aureus (strain NCTC 8325 / PS 47)","93061","Q2FWC1","CP000253","ABD31408.1","pdp","pdp pyn SAOUHSC_02377","cytosol [GO:0005829]; 1,4-alpha-oligoglucan phosphorylase activity [GO:0004645]; deoxyuridine phosphorylase activity [GO:0047847]; metal ion binding [GO:0046872]; pyrimidine-nucleoside phosphorylase activity [GO:0016154]; thymidine phosphorylase activity [GO:0009032]; uridine phosphorylase activity [GO:0004850]; pyrimidine nucleobase metabolic process [GO:0006206]; pyrimidine nucleoside metabolic process [GO:0006213]","GO:0004645; GO:0004850; GO:0005829; GO:0006206; GO:0006213; GO:0009032; GO:0016154; GO:0046872; GO:0047847","sao:SAOUHSC_02377","COG0213",NA
"7","PGCA_STAA8","Q2FVC1","Staphylococcus aureus (strain NCTC 8325 / PS 47)","93061","Q2FVC1","CP000253","ABD31796.1","pgcA","pgcA SAOUHSC_02793","magnesium ion binding [GO:0000287]; phosphoglucomutase activity [GO:0004614]; enterobacterial common antigen biosynthetic process [GO:0009246]; glucose metabolic process [GO:0006006]","GO:0000287; GO:0004614; GO:0006006; GO:0009246","sao:SAOUHSC_02793","COG1109",NA
"8","PCP_STAA8","Q2FUS6","Staphylococcus aureus (strain NCTC 8325 / PS 47)","93061","Q2FUS6","CP000253","ABD32011.1","pcp","pcp SAOUHSC_03025","cytosol [GO:0005829]; pyroglutamyl-peptidase activity [GO:0016920]; proteolysis [GO:0006508]","GO:0005829; GO:0006508; GO:0016920","sao:SAOUHSC_03025","COG2039",NA
"9","PEPT_STAA8","Q2G064","Staphylococcus aureus (strain NCTC 8325 / PS 47)","93061","Q2G064","CP000253","ABD29889.1","pepT","pepT SAOUHSC_00757","cytosol [GO:0005829]; metallopeptidase activity [GO:0008237]; tripeptide aminopeptidase activity [GO:0045148]; zinc ion binding [GO:0008270]; peptide catabolic process [GO:0043171]","GO:0005829; GO:0008237; GO:0008270; GO:0043171; GO:0045148","sao:SAOUHSC_00757","COG2195",NA
"10","PCRA_STAA8","Q53727","Staphylococcus aureus (strain NCTC 8325 / PS 47)","93061","Q53727","CP000253","AAA72091.1","pcrA","pcrA SAOUHSC_02123","cytosol [GO:0005829]; DNA helicase complex [GO:0033202]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA unwinding involved in DNA replication [GO:0006268]; recombinational repair [GO:0000725]","GO:0000725; GO:0003677; GO:0005524; GO:0005829; GO:0006268; GO:0016887; GO:0033202; GO:0043138","sao:SAOUHSC_02123","COG0210",NA
