"","Gene","Pathway"
"1","ssu:SSU05_0001","Two-component system"
"2","ssu:SSU05_0002","DNA replication"
"3","ssu:SSU05_0002","Mismatch repair"
"4","ssu:SSU05_0002","Homologous recombination"
"5","ssu:SSU05_0008","Nucleotide excision repair"
"6","ssu:SSU05_0012","beta-Lactam resistance"
"7","ssu:SSU05_0012","Two-component system"
"8","ssu:SSU05_0014","Purine metabolism"
"9","ssu:SSU05_0014","Metabolic pathways"
"10","ssu:SSU05_0014","Biosynthesis of secondary metabolites"
"11","ssu:SSU05_0016","Two-component system"
"12","ssu:SSU05_0016","Quorum sensing"
"13","ssu:SSU05_2255","Ribosome"
"14","ssu:SSU05_2195","Aminoacyl-tRNA biosynthesis"
"15","ssu:SSU05_2260","Ribosome"
"16","ssu:SSU05_2254","Ribosome"
"17","ssu:SSU05_2196","Aminoacyl-tRNA biosynthesis"
"18","ssu:SSU05_2197","Aminoacyl-tRNA biosynthesis"
"19","ssu:SSU05_2198","Aminoacyl-tRNA biosynthesis"
"20","ssu:SSU05_2199","Aminoacyl-tRNA biosynthesis"
"21","ssu:SSU05_2200","Aminoacyl-tRNA biosynthesis"
"22","ssu:SSU05_2201","Aminoacyl-tRNA biosynthesis"
"23","ssu:SSU05_2202","Aminoacyl-tRNA biosynthesis"
"24","ssu:SSU05_2203","Aminoacyl-tRNA biosynthesis"
"25","ssu:SSU05_2204","Aminoacyl-tRNA biosynthesis"
"26","ssu:SSU05_2205","Aminoacyl-tRNA biosynthesis"
"27","ssu:SSU05_2206","Aminoacyl-tRNA biosynthesis"
"28","ssu:SSU05_2207","Aminoacyl-tRNA biosynthesis"
"29","ssu:SSU05_2208","Aminoacyl-tRNA biosynthesis"
"30","ssu:SSU05_2209","Aminoacyl-tRNA biosynthesis"
"31","ssu:SSU05_2210","Aminoacyl-tRNA biosynthesis"
"32","ssu:SSU05_2211","Aminoacyl-tRNA biosynthesis"
"33","ssu:SSU05_0021","Pentose phosphate pathway"
"34","ssu:SSU05_0021","Purine metabolism"
"35","ssu:SSU05_0021","Metabolic pathways"
"36","ssu:SSU05_0021","Biosynthesis of secondary metabolites"
"37","ssu:SSU05_0021","Microbial metabolism in diverse environments"
"38","ssu:SSU05_0021","Carbon metabolism"
"39","ssu:SSU05_0021","Biosynthesis of amino acids"
"40","ssu:SSU05_0022","Lysine biosynthesis"
"41","ssu:SSU05_0022","Metabolic pathways"
"42","ssu:SSU05_0022","Biosynthesis of secondary metabolites"
"43","ssu:SSU05_0022","Biosynthesis of amino acids"
"44","ssu:SSU05_0023","Homologous recombination"
"45","ssu:SSU05_0024","Glycerolipid metabolism"
"46","ssu:SSU05_0024","Metabolic pathways"
"47","ssu:SSU05_0024","Biosynthesis of secondary metabolites"
