"","Gene","Pathway"
"1","bxy:BXY_00110","Oxidative phosphorylation"
"2","bxy:BXY_00110","Metabolic pathways"
"3","bxy:BXY_00130","Oxidative phosphorylation"
"4","bxy:BXY_00130","Metabolic pathways"
"5","bxy:BXY_00140","Oxidative phosphorylation"
"6","bxy:BXY_00140","Metabolic pathways"
"7","bxy:BXY_00160","Oxidative phosphorylation"
"8","bxy:BXY_00160","Metabolic pathways"
"9","bxy:BXY_00170","Oxidative phosphorylation"
"10","bxy:BXY_00170","Metabolic pathways"
"11","bxy:BXY_00190","Starch and sucrose metabolism"
"12","bxy:BXY_00190","Metabolic pathways"
"13","bxy:BXY_00190","Biosynthesis of secondary metabolites"
"14","bxy:BXY_00210","ABC transporters"
"15","bxy:BXY_00230","ABC transporters"
"16","bxy:BXY_00240","ABC transporters"
"17","bxy:BXY_00330","Pentose and glucuronate interconversions"
"18","bxy:BXY_00330","Fructose and mannose metabolism"
"19","bxy:BXY_00330","Metabolic pathways"
"20","bxy:BXY_00330","Microbial metabolism in diverse environments"
"21","bxy:BXY_00350","Pentose and glucuronate interconversions"
"22","bxy:BXY_00350","Fructose and mannose metabolism"
"23","bxy:BXY_00350","Metabolic pathways"
"24","bxy:BXY_00350","Microbial metabolism in diverse environments"
"25","bxy:BXY_00380","Ribosome"
"26","bxy:BXY_00560","Pentose phosphate pathway"
"27","bxy:BXY_00560","Metabolic pathways"
"28","bxy:BXY_00560","Microbial metabolism in diverse environments"
"29","bxy:BXY_00560","Carbon metabolism"
"30","bxy:BXY_00570","Pentose phosphate pathway"
"31","bxy:BXY_00570","Glyoxylate and dicarboxylate metabolism"
"32","bxy:BXY_00570","Metabolic pathways"
"33","bxy:BXY_00570","Microbial metabolism in diverse environments"
"34","bxy:BXY_00570","Carbon metabolism"
"35","bxy:BXY_00700","Other glycan degradation"
"36","bxy:BXY_00700","Amino sugar and nucleotide sugar metabolism"
"37","bxy:BXY_00700","Metabolic pathways"
"38","bxy:BXY_00800","Purine metabolism"
