"","Gene","Pathway"
"1","bth:BT_0005","Ribosome"
"2","bth:BT_0009","ABC transporters"
"3","bth:BT_0009","Two-component system"
"4","bth:BT_0015","Two-component system"
"5","bth:BT_0060","Two-component system"
"6","bth:BT_t01","Aminoacyl-tRNA biosynthesis"
"7","bth:BT_0122","Fatty acid biosynthesis"
"8","bth:BT_0122","Metabolic pathways"
"9","bth:BT_0122","Fatty acid metabolism"
"10","bth:BT_0129","Pentose and glucuronate interconversions"
"11","bth:BT_0129","Metabolic pathways"
"12","bth:BT_0132","Galactose metabolism"
"13","bth:BT_0132","Starch and sucrose metabolism"
"14","bth:BT_0132","Metabolic pathways"
"15","bth:BT_0132","Biosynthesis of secondary metabolites"
"16","bth:BT_0133","Amino sugar and nucleotide sugar metabolism"
"17","bth:BT_0133","Metabolic pathways"
"18","bth:BT_0155","Sulfur relay system"
"19","bth:BT_0162","Peptidoglycan biosynthesis"
"20","bth:BT_0162","Metabolic pathways"
"21","bth:BT_0180","Cysteine and methionine metabolism"
"22","bth:BT_0180","Selenocompound metabolism"
"23","bth:BT_0180","One carbon pool by folate"
"24","bth:BT_0180","Metabolic pathways"
"25","bth:BT_0180","Biosynthesis of secondary metabolites"
"26","bth:BT_0180","Biosynthesis of amino acids"
"27","bth:BT_0184","Pyrimidine metabolism"
"28","bth:BT_0184","Metabolic pathways"
"29","bth:BT_0195","Glycerophospholipid metabolism"
"30","bth:BT_0196","Two-component system"
"31","bth:BT_0200","Histidine metabolism"
"32","bth:BT_0200","Metabolic pathways"
"33","bth:BT_0200","Biosynthesis of secondary metabolites"
"34","bth:BT_0200","Biosynthesis of amino acids"
"35","bth:BT_0201","Histidine metabolism"
"36","bth:BT_0201","Metabolic pathways"
"37","bth:BT_0201","Biosynthesis of secondary metabolites"
"38","bth:BT_0201","Biosynthesis of amino acids"
"39","bth:BT_0202","Histidine metabolism"
"40","bth:BT_0202","Tyrosine metabolism"
"41","bth:BT_0202","Phenylalanine metabolism"
"42","bth:BT_0202","Phenylalanine, tyrosine and tryptophan biosynthesis"
"43","bth:BT_0202","Novobiocin biosynthesis"
"44","bth:BT_0202","Metabolic pathways"
"45","bth:BT_0202","Biosynthesis of secondary metabolites"
"46","bth:BT_0202","Biosynthesis of amino acids"
"47","bth:BT_0203","Histidine metabolism"
"48","bth:BT_0203","Metabolic pathways"
"49","bth:BT_0203","Biosynthesis of secondary metabolites"
"50","bth:BT_0203","Biosynthesis of amino acids"
"51","bth:BT_0205","Nicotinate and nicotinamide metabolism"
"52","bth:BT_0205","Metabolic pathways"
"53","bth:BT_0205","Biosynthesis of cofactors"
"54","bth:BT_0243","Glycerolipid metabolism"
"55","bth:BT_0243","Glycerophospholipid metabolism"
"56","bth:BT_0243","Metabolic pathways"
"57","bth:BT_0243","Biosynthesis of secondary metabolites"
"58","bth:BT_0250","Pyrimidine metabolism"
"59","bth:BT_0250","Metabolic pathways"
"60","bth:BT_0250","Biosynthesis of cofactors"
"61","bth:BT_0251","Metabolic pathways"
"62","bth:BT_0252","Nucleotide excision repair"
"63","bth:BT_0258","Amino sugar and nucleotide sugar metabolism"
"64","bth:BT_0258","Metabolic pathways"
"65","bth:BT_0259","Alanine, aspartate and glutamate metabolism"
"66","bth:BT_0259","Metabolic pathways"
"67","bth:BT_0290","Galactose metabolism"
"68","bth:BT_0304","beta-Lactam resistance"
"69","bth:BT_0304","Cationic antimicrobial peptide (CAMP) resistance"
"70","bth:BT_0306","beta-Lactam resistance"
"71","bth:BT_0306","Quorum sensing"
"72","bth:BT_0307","Glycolysis / Gluconeogenesis"
"73","bth:BT_0307","Pentose phosphate pathway"
"74","bth:BT_0307","Fructose and mannose metabolism"
"75","bth:BT_0307","Metabolic pathways"
"76","bth:BT_0307","Biosynthesis of secondary metabolites"
"77","bth:BT_0307","Microbial metabolism in diverse environments"
"78","bth:BT_0309","Glycolysis / Gluconeogenesis"
"79","bth:BT_0309","Citrate cycle (TCA cycle)"
"80","bth:BT_0309","Glycine, serine and threonine metabolism"
"81","bth:BT_0309","Valine, leucine and isoleucine degradation"
"82","bth:BT_0309","Lysine degradation"
"83","bth:BT_0309","Tryptophan metabolism"
"84","bth:BT_0309","Pyruvate metabolism"
"85","bth:BT_0309","Glyoxylate and dicarboxylate metabolism"
"86","bth:BT_0309","Propanoate metabolism"
"87","bth:BT_0309","Metabolic pathways"
"88","bth:BT_0309","Biosynthesis of secondary metabolites"
"89","bth:BT_0309","Microbial metabolism in diverse environments"
"90","bth:BT_0309","Carbon metabolism"
"91","bth:BT_0309","Biosynthesis of cofactors"
"92","bth:BT_0310","Lipoic acid metabolism"
"93","bth:BT_0310","Metabolic pathways"
"94","bth:BT_0310","Biosynthesis of cofactors"
"95","bth:BT_0311","Citrate cycle (TCA cycle)"
"96","bth:BT_0311","Lysine degradation"
"97","bth:BT_0311","Tryptophan metabolism"
"98","bth:BT_0311","Metabolic pathways"
"99","bth:BT_0311","Biosynthesis of secondary metabolites"
"100","bth:BT_0311","Microbial metabolism in diverse environments"
"101","bth:BT_0311","Carbon metabolism"
"102","bth:BT_0312","Valine, leucine and isoleucine degradation"
"103","bth:BT_0312","Propanoate metabolism"
"104","bth:BT_0312","Metabolic pathways"
"105","bth:BT_0312","Biosynthesis of secondary metabolites"
"106","bth:BT_0329","Citrate cycle (TCA cycle)"
"107","bth:BT_0329","Metabolic pathways"
"108","bth:BT_0329","Biosynthesis of secondary metabolites"
"109","bth:BT_0329","Microbial metabolism in diverse environments"
"110","bth:BT_0329","Carbon metabolism"
"111","bth:BT_0330","Glycolysis / Gluconeogenesis"
"112","bth:BT_0330","Citrate cycle (TCA cycle)"
"113","bth:BT_0330","Pyruvate metabolism"
"114","bth:BT_0330","Butanoate metabolism"
"115","bth:BT_0330","Metabolic pathways"
"116","bth:BT_0330","Biosynthesis of secondary metabolites"
"117","bth:BT_0330","Microbial metabolism in diverse environments"
"118","bth:BT_0330","Carbon metabolism"
"119","bth:BT_0331","Glycolysis / Gluconeogenesis"
"120","bth:BT_0331","Citrate cycle (TCA cycle)"
"121","bth:BT_0331","Pyruvate metabolism"
"122","bth:BT_0331","Butanoate metabolism"
"123","bth:BT_0331","Metabolic pathways"
"124","bth:BT_0331","Biosynthesis of secondary metabolites"
"125","bth:BT_0331","Microbial metabolism in diverse environments"
"126","bth:BT_0331","Carbon metabolism"
"127","bth:BT_0333","Citrate cycle (TCA cycle)"
"128","bth:BT_0333","Metabolic pathways"
"129","bth:BT_0333","Biosynthesis of secondary metabolites"
"130","bth:BT_0333","Microbial metabolism in diverse environments"
"131","bth:BT_0333","Carbon metabolism"
"132","bth:BT_0343","Porphyrin metabolism"
"133","bth:BT_0343","Metabolic pathways"
"134","bth:BT_0343","Biosynthesis of secondary metabolites"
"135","bth:BT_0343","Biosynthesis of cofactors"
"136","bth:BT_0346","Pentose phosphate pathway"
"137","bth:BT_0346","Fructose and mannose metabolism"
"138","bth:BT_0346","Metabolic pathways"
"139","bth:BT_0346","Biosynthesis of secondary metabolites"
"140","bth:BT_0346","Microbial metabolism in diverse environments"
"141","bth:BT_0346","Carbon metabolism"
"142","bth:BT_0346","Biosynthesis of amino acids"
"143","bth:BT_0347","Pentose phosphate pathway"
"144","bth:BT_0347","Metabolic pathways"
"145","bth:BT_0347","Biosynthesis of secondary metabolites"
"146","bth:BT_0347","Microbial metabolism in diverse environments"
"147","bth:BT_0347","Carbon metabolism"
"148","bth:BT_0347","Biosynthesis of amino acids"
"149","bth:BT_0348","Amino sugar and nucleotide sugar metabolism"
"150","bth:BT_0348","Metabolic pathways"
"151","bth:BT_0351","Pentose and glucuronate interconversions"
"152","bth:BT_0351","Metabolic pathways"
"153","bth:BT_0353","Pentose and glucuronate interconversions"
"154","bth:BT_0353","Ascorbate and aldarate metabolism"
"155","bth:BT_0353","Metabolic pathways"
"156","bth:BT_0353","Microbial metabolism in diverse environments"
"157","bth:BT_0356","Glycolysis / Gluconeogenesis"
"158","bth:BT_0356","Galactose metabolism"
"159","bth:BT_0356","Metabolic pathways"
"160","bth:BT_0356","Biosynthesis of secondary metabolites"
"161","bth:BT_0356","Microbial metabolism in diverse environments"
"162","bth:BT_0370","Galactose metabolism"
"163","bth:BT_0370","Amino sugar and nucleotide sugar metabolism"
"164","bth:BT_0370","Metabolic pathways"
"165","bth:BT_0370","Biosynthesis of nucleotide sugars"
"166","bth:BT_0372","Glycolysis / Gluconeogenesis"
"167","bth:BT_0372","Galactose metabolism"
"168","bth:BT_0372","Metabolic pathways"
"169","bth:BT_0372","Biosynthesis of secondary metabolites"
"170","bth:BT_0372","Microbial metabolism in diverse environments"
"171","bth:BT_0373","Fructose and mannose metabolism"
"172","bth:BT_0373","Amino sugar and nucleotide sugar metabolism"
"173","bth:BT_0373","O-Antigen nucleotide sugar biosynthesis"
"174","bth:BT_0373","Metabolic pathways"
"175","bth:BT_0373","Biosynthesis of secondary metabolites"
"176","bth:BT_0373","Biosynthesis of cofactors"
"177","bth:BT_0373","Biosynthesis of nucleotide sugars"
"178","bth:BT_0379","Pentose and glucuronate interconversions"
