,Gene,Pathway
1,sax:USA300_0001 dnaA,Two-component system
2,sax:USA300_0002 dnaN,DNA replication
3,sax:USA300_0002 dnaN,Mismatch repair
4,sax:USA300_0002 dnaN,Homologous recombination
5,sax:USA300_0004 recF,Homologous recombination
6,sax:USA300_0008 hutH,Histidine metabolism
7,sax:USA300_0008 hutH,Metabolic pathways
8,sax:USA300_0009 serS,Aminoacyl-tRNA biosynthesis
9,sax:USA300_0012 metX,Cysteine and methionine metabolism
10,sax:USA300_0012 metX,Sulfur metabolism
11,sax:USA300_0012 metX,Metabolic pathways
12,sax:USA300_0012 metX,Biosynthesis of secondary metabolites
13,sax:USA300_0012 metX,Biosynthesis of amino acids
14,sax:USA300_0015 rplI,Ribosome
15,sax:USA300_0016 dnaB1,DNA replication
16,sax:USA300_0017 purA,Purine metabolism
17,sax:USA300_0017 purA,"Alanine, aspartate and glutamate metabolism"
18,sax:USA300_0017 purA,Metabolic pathways
19,sax:USA300_0017 purA,Biosynthesis of cofactors
20,sax:USA300_t0001,Aminoacyl-tRNA biosynthesis
21,sax:USA300_t0002,Aminoacyl-tRNA biosynthesis
22,sax:USA300_0018 yycF,Two-component system
23,sax:USA300_0019,Two-component system
24,sax:USA300_0029 ugpQ1,Glycerophospholipid metabolism
25,sax:USA300_0031 mecA,Peptidoglycan biosynthesis
26,sax:USA300_0031 mecA,Metabolic pathways
27,sax:USA300_0031 mecA,beta-Lactam resistance
28,sax:USA300_0032 mecR1,beta-Lactam resistance
29,sax:USA300_0044,Homologous recombination
30,sax:USA300_0045,Pyruvate metabolism
31,sax:USA300_0045,Metabolic pathways
32,sax:USA300_0057,Arginine and proline metabolism
33,sax:USA300_0057,Metabolic pathways
34,sax:USA300_0059 adhC,Glycolysis / Gluconeogenesis
35,sax:USA300_0059 adhC,Fatty acid degradation
36,sax:USA300_0059 adhC,Tyrosine metabolism
37,sax:USA300_0059 adhC,Pyruvate metabolism
38,sax:USA300_0059 adhC,Chloroalkane and chloroalkene degradation
39,sax:USA300_0059 adhC,Naphthalene degradation
40,sax:USA300_0059 adhC,Metabolic pathways
41,sax:USA300_0059 adhC,Biosynthesis of secondary metabolites
42,sax:USA300_0059 adhC,Microbial metabolism in diverse environments
43,sax:USA300_0059 adhC,Degradation of aromatic compounds
44,sax:USA300_0066 arcC1,Arginine biosynthesis
45,sax:USA300_0066 arcC1,Purine metabolism
46,sax:USA300_0066 arcC1,Nitrogen metabolism
47,sax:USA300_0066 arcC1,Metabolic pathways
48,sax:USA300_0066 arcC1,Microbial metabolism in diverse environments
49,sax:USA300_0066 arcC1,Carbon metabolism
50,sax:USA300_0067 arcB1,Arginine biosynthesis
51,sax:USA300_0067 arcB1,Metabolic pathways
