"","Gene_Locus_ID","Gene_Symbol","Gene_Function","Uniprot_ID","GO_Terms","eggNOG","KEGG_Pathway"
"1",NA,NA,NA,"P0DQM5","extracellular region [GO:0005576]; cytolysis [GO:0019835]; defense response to bacterium [GO:0042742]",NA,NA
"2",NA,NA,NA,"V6BF11",NA,NA,NA
"3",NA,NA,NA,"Q7WZL1","cell outer membrane [GO:0009279]; pore complex [GO:0046930]; porin activity [GO:0015288]; ion transmembrane transport [GO:0034220]",NA,NA
"4",NA,NA,NA,"A0A345GSI7","beta-lactamase activity [GO:0008800]; penicillin binding [GO:0008658]; antibiotic catabolic process [GO:0017001]; response to antibiotic [GO:0046677]",NA,NA
"5",NA,NA,NA,"A0A1W5T746","ATP binding [GO:0005524]; ATP-dependent activity, acting on DNA [GO:0008094]; single-stranded DNA binding [GO:0003697]; DNA repair [GO:0006281]",NA,NA
"6","BTH_I0001","","(GenBank) uncharacterized enzyme subfamily, putative","Q2T2K3","ATP binding [GO:0005524]; glutamate-cysteine ligase activity [GO:0004357]; cellular modified amino acid biosynthetic process [GO:0042398]",NA,"Glutathione metabolism, Metabolic pathways"
"7","BTH_I0002",NA,NA,"Q2T2K2","integral component of membrane [GO:0016021]; solute:proton antiporter activity [GO:0015299]",NA,NA
"8","BTH_I0003",NA,NA,"Q2T2K1","cytoplasm [GO:0005737]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-NH group of donors [GO:0016645]; tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity [GO:0004808]; tRNA wobble base modification [GO:0002097]",NA,NA
"9","BTH_I0004",NA,NA,"Q2T2K0","DNA binding [GO:0003677]",NA,NA
"10","BTH_I0005",NA,NA,"Q2T2J9",NA,NA,NA
"11","BTH_I0006",NA,NA,"Q2T2J8",NA,NA,NA
"12","BTH_I0007","","(GenBank) general secretion pathway protein D","Q2T2J7","cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628]",NA,"Bacterial secretion system"
"13","BTH_I0008","","(GenBank) general secretion pathway protein E","Q2T2J6","plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; ATP binding [GO:0005524]; protein secretion by the type II secretion system [GO:0015628]",NA,"Bacterial secretion system"
"14","BTH_I0009","gspF","(GenBank) general secretion pathway protein F","Q2T2F5","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628]",NA,"Bacterial secretion system"
"15","BTH_I0010","","(GenBank) GspC","Q2T2F4",NA,NA,"Bacterial secretion system"
"16","BTH_I0011","gspG","(GenBank) general secretion pathway protein G","Q2T2F3","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628]",NA,"Bacterial secretion system"
"17","BTH_I0012","","(GenBank) general secretion pathway protein H","Q2T2F2","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628]",NA,"Bacterial secretion system"
"18","BTH_I0013","","(GenBank) general secretory pathway protein I","Q2T2F1","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628]",NA,"Bacterial secretion system"
"19","BTH_I0014","","(GenBank) general secretory pathway protein J","Q2T2F0","type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628]",NA,"Bacterial secretion system"
"20","BTH_I0015","gspK","(GenBank) General secretion pathway protein K","Q2T2E9","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protein secretion [GO:0009306]",NA,"Bacterial secretion system"
"21","BTH_I0016","","(GenBank) General secretion pathway protein L (GspL)","Q2T2E8","Gram-negative-bacterium-type cell wall [GO:0009276]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628]",NA,"Bacterial secretion system"
"22","BTH_I0017","","(GenBank) general secretion pathway protein M","Q2T2E7","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628]",NA,"Bacterial secretion system"
"23","BTH_I0018",NA,NA,"Q2T2E6","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628]",NA,NA
"24","BTH_I0019",NA,NA,"Q2T2G6","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; efflux transmembrane transporter activity [GO:0015562]",NA,NA
"25","BTH_I0020",NA,NA,"Q2T2G5",NA,NA,NA
"26","BTH_I0021",NA,NA,"Q2T2G4","DNA-binding transcription factor activity [GO:0003700]",NA,NA
"27","BTH_I0022",NA,NA,"Q2T2G3","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA,NA
"28","BTH_I0023",NA,NA,"Q2T2G2","DNA-binding transcription factor activity [GO:0003700]",NA,NA
"29","BTH_I0024",NA,NA,"Q2T2G1","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA,NA
"30","BTH_I0025",NA,NA,"Q2T2G0","integral component of membrane [GO:0016021]",NA,NA
"31","BTH_I0026","","(GenBank) flagellar protein FliL","Q2T2F9","bacterial-type flagellum basal body [GO:0009425]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; bacterial-type flagellum-dependent cell motility [GO:0071973]; chemotaxis [GO:0006935]",NA,"Flagellar assembly"
"32","BTH_I0027","fliM","(GenBank) flagellar motor switch protein FliM","Q2T2F8","bacterial-type flagellum basal body [GO:0009425]; plasma membrane [GO:0005886]; cytoskeletal motor activity [GO:0003774]; bacterial-type flagellum-dependent cell motility [GO:0071973]; chemotaxis [GO:0006935]",NA,"Bacterial chemotaxis, Flagellar assembly"
"33","BTH_I0028","","(GenBank) flagellar motor switch protein FliN","Q2T2F7","bacterial-type flagellum basal body [GO:0009425]; membrane [GO:0016020]; cytoskeletal motor activity [GO:0003774]; bacterial-type flagellum-dependent cell motility [GO:0071973]; chemotaxis [GO:0006935]",NA,"Bacterial chemotaxis, Flagellar assembly"
"34","BTH_I0029","","(GenBank) flagellar biosynthesis protein","Q2T2F6","bacterial-type flagellum basal body [GO:0009425]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; bacterial-type flagellum organization [GO:0044781]",NA,"Flagellar assembly"
"35","BTH_I0030","fliP","(GenBank) flagellar biosynthetic protein","Q2T2N8","bacterial-type flagellum basal body [GO:0009425]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; bacterial-type flagellum organization [GO:0044781]; protein secretion [GO:0009306]",NA,"Flagellar assembly"
